ui_number,ffl_number,ffl_type,ffl_proprietor,ffl_proprietor_2,ffl_address,ffl_city,ffl_state,ffl_zip,ffl_county,inspection_assign_date,inspection_complete_date,revocation_effective_date,final_disposition,revocation_warranted,violations,report_url
777060-2015-0276-B1B,5-71-119-02-6B-01614,Pawnbroker,"Pawnderosa Pawn Shop, Inc.",,6416 Colonel Glenn Rd.,Little Rock,AR,72204,Pulaski,2015-04-22,2015-09-11,,Warning conference,Y,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a, 478.99(c)",https://atf-inspection-reports.s3.amazonaws.com/777060-2015-0276-B1B.pdf
767055-2017-0224-B1B,1-59-069-07-8D-32142,Manufacturer,H&M Firearms LLC,Dave's Smoke N Guns,15519 US Highway 441 Suite I02a,Eustis,FL,32726,Lake,2017-05-03,2017-06-27,,Warning letter,N,"478.123(a), 478.124(c)(1), 478.102(c), 478.21(a), 478.126a, 478.99(b)(1)",https://atf-inspection-reports.s3.amazonaws.com/767055-2017-0224-B1B.pdf
760530-2016-0215-B1B,1-58-135-01-8A-10957,Dealer,"Rogue Dynamics, LLC",Rogue Dynamics,4460 Lucerne Place SW,Lilburn,GA,30047,Gwinnett,2016-05-02,2017-01-10,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/760530-2016-0215-B1B.pdf
786040-2016-0044-B1B,9-77-019-01-8E-11373,Dealer,"Lanfranco, Reno",Reno's Hardware,776 S. Madera Ave.,Kerman,CA,93630,Fresno,2015-11-30,2016-09-09,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/786040-2016-0044-B1B.pdf
781025-2016-0109-B1B,5-75-139-01-8B-02824,Dealer,Precision Weapons LLC,PW,618 Oak Vista Road,Waxahachie,TX,75167,Ellis,2016-04-07,2016-08-30,,Warning letter,N,478.123(d),https://atf-inspection-reports.s3.amazonaws.com/781025-2016-0109-B1B.pdf
782110-2017-0418-B1B,5-74-283-01-0C-06774,Dealer,A&l Gas Solutions Inc,,3623 FM 3408,Cotulla,TX,78014,La Salle,2017-06-23,2017-09-12,,Warning letter,N,"478.21(a), 478.124(c)(3)(i), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782110-2017-0418-B1B.pdf
777060-2017-0060-B1B,5-71-031-07-8K-03826,Manufacturer,Crucible Armament LLC,,"3529 E. Nettleton, Suite J",Jonesboro,AR,72401,Craighead,2016-10-03,2017-05-09,,Warning letter,N,"478.21(a), 478.124(c)(3)(iv), 478.124(c)(5), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/777060-2017-0060-B1B.pdf
767055-2017-0123-B1B,1-59-117-07-7G-31324,Manufacturer,Iroc Holdings LLC,Iroc Tactical,410 West 4th Street,Sanford,FL,32771,Seminole,2017-01-10,2017-06-07,,Warning letter,N,"478.54, 478.123(a), 478.121(a), 479.103, 479.21(a), 478.123(b)",https://atf-inspection-reports.s3.amazonaws.com/767055-2017-0123-B1B.pdf
766020-2017-0091-B1B,8-23-101-01-7D-18954,Dealer,Firing Line Inc,,1532 S Front St,Philadelphia,PA,19147,Philadelphia,2016-10-03,2017-04-28,,Warning conference,Y,"478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/766020-2017-0091-B1B.pdf
777060-2014-0441-B1B,5-71-033-08-7K-02124,Importer,Knesek Guns Inc.,Kgi,1204 Knesek LN.,Van Buren,AR,72956,Crawford,2014-07-09,2016-04-21,,Warning conference,Y,"478.122(a), 478.122(b), 478.122(d), 478.34, 478.124(c)(1), 478.99(c), 478.21(a), 478.124(c)(3)(i), 478.99(a), 478.124(a), 478.102(a), 478.124(b), 478.126a, 478.41(b)",https://atf-inspection-reports.s3.amazonaws.com/777060-2014-0441-B1B.pdf
768035-2017-0195-B1B,1-54-003-01-8A-15055,Dealer,"Classic American Gunsmith, LLC.",,1382 Old Lynchbuig Rd.,Charlottesville,VA,22903,Albemarle,2017-03-31,2017-06-06,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/768035-2017-0195-B1B.pdf
785090-2016-0138-B1B,9-86-021-02-7C-04435,Pawnbroker,Fast Cash Pawn LLC,Pawn Now,900 W #2 Apache Trail,Apache Junction,AZ,85120,Pinal,2016-02-01,2016-06-21,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/785090-2016-0138-B1B.pdf
763025-2017-0106-B1B,1-56-047-01-9K-22421,Dealer,"Green, Ronald",Green's Gun Shop,122 Myrtle LN,Lake Waccamaw,NC,28450,Columbus,2016-11-30,2017-02-28,,Warning letter,N,"478.125(e), 478.102(a)(1), 478.124(c)(1), 478.124(c)(3)(i)",https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0106-B1B.pdf
787050-2016-0452-B1B,9-91-029-01-8G-00988,Dealer,"Greene's Gun Shop, Inc.",Greene's Gun Shop,4778 N. Monkey Hill Road,Oak Harbor,WA,98277,Island,2016-08-03,2016-09-23,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/787050-2016-0452-B1B.pdf
777040-2016-0506-B1B,5-72-001-01-7G-12114,Dealer,"Javis, Noel",The Noel Group,406 St Raymond Dr,Church Point,LA,70525,Acadia Parish,2016-08-11,2016-09-22,,Warning letter,N,"478.124(c)(1), 478.21(a), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/777040-2016-0506-B1B.pdf
782065-2016-0179-B1B,5-74-255-02-7K-05106,Pawnbroker,Cash Box Pawn Inc,Cash Box Pawn,308 W Main St,Kenedy,TX,78119,Karnes,2015-11-05,2016-10-06,,Warning letter,N,"478.102(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782065-2016-0179-B1B.pdf
782110-2017-0271-B1B,5-74-215-01-7E-06997,Dealer,"Liu, Austin",,1104 East San Pedro St,Pharr,TX,78577,Hidalgo,2017-03-21,2017-04-25,,Warning letter,N,"478.124(c)(3)(i), 478.124(c)(3)(iv), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782110-2017-0271-B1B.pdf
787040-2016-0053-B1B,9-99-003-01-8H-00275,Dealer,Ogc Tactical LLC,,1625 Kahai St,Honolulu,HI,96819,Honolulu,2015-10-05,2016-09-21,,Warning conference,Y,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.124(c)(5), 478.99(c), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/787040-2016-0053-B1B.pdf
775025-2017-0137-B1B,4-61-211-02-8F-00052,Pawnbroker,Jerry's Jewelry & Pawn Inc,,901 Washington Street,Shelbyville,KY,40065,Shelby,2016-12-12,2018-01-19,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.125(e), 478.102(a), 478.124(a), 478.39a",https://atf-inspection-reports.s3.amazonaws.com/775025-2017-0137-B1B.pdf
763050-2016-0247-B1B,1-56-027-01-7K-02613,Dealer,"Norton, James Douglas",Not Just Fishin,2741 Connelly Springs Rd,Granite Falls,NC,28630,Caldwell,2016-03-10,2016-07-27,,Warning letter,N,"478.123(b), 478.102(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(4), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/763050-2016-0247-B1B.pdf
760530-2016-0025-B1B,1-58-297-01-8E-05252,Dealer,"Farm & Home Supply, Inc.",Social Circle Ace Home Center,181 S. Cherokee Road,Social Circle,GA,30025,Walton,2015-10-16,2016-09-22,,Warning letter,N,"478.102(a)(1), 478.99(c)(9)",https://atf-inspection-reports.s3.amazonaws.com/760530-2016-0025-B1B.pdf
787065-2016-0125-B1B,9-82-001-07-7H-01252,Manufacturer,"Primary Weapons Systems, Inc",,255 N Steelhead Way,Boise,ID,83704,Ada,2015-10-09,2017-08-15,,Warning letter,N,"478.123(a), 478.123(b), 478.123(d), 478.39a",https://atf-inspection-reports.s3.amazonaws.com/787065-2016-0125-B1B.pdf
763025-2017-0380-B1B,1-56-097-07-8F-07470,Manufacturer,"Sutphin, Johnnie Monroe",JMS Custom Gunworks,1632 Buffalo Shoals Rd,Statesville,NC,28677,Iredell,2017-06-08,2017-09-15,,Warning letter,N,"478.124(c)(3)(i), 478.124(c)(1), 478.21(a), 478.124(c)(4), 478.124(c)(5), 478.124(c)(3)(iv), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0380-B1B.pdf
772085-2016-0120-B1B,4-35-003-01-7M-04377,Dealer,Freedom Firearms LLC,Freedom Arms,1525 Directors Row,Fort Wayne,IN,46808,Allen,2016-01-26,2016-04-08,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.99(c), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/772085-2016-0120-B1B.pdf
778025-2017-0133-B1B,3-39-005-07-8E-05471,Manufacturer,Maco Enterprises LLC,,2241 13 1/4 Street,Rice Lake,WI,54868,Barron,2016-10-03,2017-02-06,,Warning letter,N,"478.21(a), 478.125(e), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/778025-2017-0133-B1B.pdf
776070-2015-0239-B1B,1-62-063-07-7A-05012,Manufacturer,"Slagle, Dennis Fay",Slagle's Gunsmith Service,4030 Scarlett Drive,Morristown,TN,37814,Hamblen,2015-07-02,2015-08-05,,Warning letter,N,"478.126a, 478.21(a), 478.123(d)",https://atf-inspection-reports.s3.amazonaws.com/776070-2015-0239-B1B.pdf
779055-2017-0262-B1B,5-43-115-01-7E-08690,Dealer,"Gibson, Jerry",Jerrys Gun Shop,10761 Argo Rd,Chula,MO,64635,Linn,2017-02-15,2017-04-14,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/779055-2017-0262-B1B.pdf
760555-2016-0307-B1B,1-58-001-02-7C-40687,Pawnbroker,Action Pawn & Collectibles Inc,Action Pawn & Collectibles,1324 Hatch Pkwy South,Baxley,GA,31513,Appling,2016-07-06,2016-09-30,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.126a, 478.99(c)(1), 478.102(a)(1)",https://atf-inspection-reports.s3.amazonaws.com/760555-2016-0307-B1B.pdf
760530-2016-0078-B1B,1-58-035-01-7G-04893,Dealer,"W2W, Inc.",Jackson True Value Hardware,124 N. Mulberry Street,Jackson,GA,30233,Butts,2015-11-04,2017-02-15,,Warning conference,Y,"478.126a, 478.21(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/760530-2016-0078-B1B.pdf
772060-2016-0271-B1B,3-37-167-01-7C-02796,Dealer,"Lock, David Eugene",DLD Weapons And Maintenance,5220 Turnstone Rd,Springfield,IL,62711,Sangamon,2016-02-03,2016-03-09,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/772060-2016-0271-B1B.pdf
775045-2017-0043-B1B,4-61-227-01-9F-05507,Dealer,Craig T. Wickman,,151 Hadley School Road,Bowling Green,KY,42101,Warren,2016-10-03,2016-11-01,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/775045-2017-0043-B1B.pdf
779075-2017-0488-B1B,5-43-083-01-0C-37173,Dealer,"Wyatt, Charles E & Wyatt, Shirley A",CW Supply,1096 SE 200 Rd,Clinton,MO,64735,Henry,2017-03-28,2017-05-09,,Warning letter,N,"478.125(e), 478.124(a), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/779075-2017-0488-B1B.pdf
781025-2016-0259-B1B,5-75-005-01-8H-04831,Dealer,"Yount, James Howard",,797 FM 2021,Lufkin,TX,75901,Angelina,2016-03-02,2016-03-28,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.125(e), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/781025-2016-0259-B1B.pdf
766020-2015-0274-B1B,8-23-077-07-8A-07787,Manufacturer,Blackland R & D LLC,,620 State Ave,Emmaus,PA,18049,Lehigh,2015-04-07,2015-09-08,2016-03-30,Revocation/denial of renewal,Y,478.128(a),https://atf-inspection-reports.s3.amazonaws.com/766020-2015-0274-B1B.pdf
777060-2016-0109-B1B,5-71-115-07-8D-03189,Manufacturer,"Cook, Phillip A.",Pac,111 Ave 1 NE,Atkins,AR,72823,Pope,2015-11-09,2016-05-03,,Warning conference,Y,"478.52(a), 478.126a, 478.100(a)(1), 478.121(a)",https://atf-inspection-reports.s3.amazonaws.com/777060-2016-0109-B1B.pdf
768035-2017-0106-B1B,1-54-033-01-8E-05834,Dealer,"D K Firearms, LLC.",,202 N. Main St.,Bowling Green,VA,22427,Caroline,2016-12-16,2017-01-31,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/768035-2017-0106-B1B.pdf
767080-2017-0096-B1B,1-59-081-07-8M-05746,Manufacturer,"American Vintage Gun And Pawn, Inc.",Gun Point,4920 Lena Road Units 102/103,Bradenton,FL,34211,Manatee,2017-02-09,2017-06-30,,Warning conference,N,"478.21(a), 478.36(a), 478.92(a)(1)(ii)(C), 478.92(a)(1)(ii)(D), 478.102(a), 478.123(a), 478.123(b), 478.123(d), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 479.103, 479.131",https://atf-inspection-reports.s3.amazonaws.com/767080-2017-0096-B1B.pdf
778035-2015-0104-B1B,3-41-109-01-7E-13648,Dealer,Wild Goose Sports Inc,,1117 North Broadway,Rochester,MN,55906,Olmsted,2015-12-07,2016-08-30,,Warning conference,Y,"478.50, 478.102(a), 478.125(e), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a, 478.21(a), 478.124(a), 478.128(c)",https://atf-inspection-reports.s3.amazonaws.com/778035-2015-0104-B1B.pdf
787040-2015-0364-B1B,9-93-039-01-6F-02749,Dealer,Oak Grove Ventures Inc,Oak Grove Guns,"45 Division Ave, Suite 45P",Eugene,OR,97404,Lane,2015-05-28,2016-02-23,,Revocation/denial of renewal,Y,"478.21(a), 478.39a, 478.58, 478.99(a), 478.99(c), 478.102(a), 478.102(a)(2)(ii), 478.124(b), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/787040-2015-0364-B1B.pdf
781080-2016-0060-B1B,5-75-367-01-3J-05662,Dealer,Bargain Hunter Outdoor Supply LLC,Bargain Hunter Outdoors,2201 Tin Top Rd Suite 100,Weatherford,TX,76086,Parker,2015-10-01,2016-05-26,,Warning letter,N,"478.124(c)(1), 478.126a, 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/781080-2016-0060-B1B.pdf
788070-2016-0244-B1B,5-84-001-02-9E-36964,Pawnbroker,Ezpawn Colorado Inc,Ezpawn,560 Malley Drive,Northglenn,CO,80233,Adams,2016-05-10,2017-03-09,,Warning letter,N,"478.125(e), 478.124(c)(1), 478.124(c)(3)(iii), 478.124(c)(3)(i), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/788070-2016-0244-B1B.pdf
776085-2016-0092-B1B,1-63-101-02-7J-17774,Pawnbroker,"Efs, Inc",Quik Pawn Shop,4204 Norman Bridge Rd,Montgomery,AL,36105,Montgomery,2015-10-01,2016-05-16,,Warning letter,N,"478.124(c)(3)(i), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/776085-2016-0092-B1B.pdf
773015-2016-0566-B1B,4-31-045-07-8J-05339,Manufacturer,"Mularcik, Timothy James",Gunsmithing By Tim Mularcik,13217 Brandon Circle,Pickerington,OH,43147,Fairfield,2016-06-27,2016-08-29,,Warning letter,N,"478.124(c)(5), 478.102(a)(2)(ii), 478.123(b), 18 USC 923(g)(5)(A)",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0566-B1B.pdf
785090-2017-0094-B1B,9-86-019-01-9D-03943,Dealer,Army & Air Force Exchange Service,Davis-monthan Main Exchange,5405 E Granite St BLDG 2527,Davis Monthan Afb,AZ,85707,Pima,2016-11-28,2017-05-30,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/785090-2017-0094-B1B.pdf
762030-2016-0352-B1B,6-01-031-02-7F-02010,Pawnbroker,Gold Rush Pawn & Auto LLC,Gold Rush Pawn,882 Main St Suite 4,Sanford,ME,04073,York,2016-06-07,2016-09-23,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/762030-2016-0352-B1B.pdf
777040-2016-0268-B1B,5-72-039-02-7G-01443,Pawnbroker,"Fontenot, Linda Gayle Or Darrel Keith",Fontenot's Fast Pawn,1018 W Lincoln Rd,Ville Platte,LA,70586,Evangeline Parish,2016-03-08,2016-06-01,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(3)(iv), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/777040-2016-0268-B1B.pdf
775045-2015-0088-B1B,4-61-157-02-8G-04882,Pawnbroker,Westland Group,Gold N Gun Pawn,3464 US Hwy 641 N,Benton,KY,42025,Marshall,2014-12-03,2015-11-13,2016-03-01,Revocation/denial of renewal,Y,"478.125(e), 478.21(a), 478.124(c)(3)(iv), 478.131(a)(2), 478.99(c), 478.128(c)",https://atf-inspection-reports.s3.amazonaws.com/775045-2015-0088-B1B.pdf
784025-2016-0175-B1B,9-77-111-07-6G-03060,Manufacturer,Taran Tactical Innovations LLC,Taran Tactical Innovations,1250 Tierra Rejada Road,Simi Valley,CA,93065,Ventura,2015-10-02,2015-12-09,,Warning letter,N,478.123(d),https://atf-inspection-reports.s3.amazonaws.com/784025-2016-0175-B1B.pdf
781025-2016-0086-B1B,5-73-135-02-6A-04361,Pawnbroker,Iron Sights Guns LLC,,1900 East Cherokee Ave Suite F,Sallisaw,OK,74955,Sequoyah,2015-10-21,2015-12-18,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.129(b), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/781025-2016-0086-B1B.pdf
763025-2017-0197-B1B,1-56-071-02-7M-38976,Pawnbroker,"Duncan Royal Investments, Inc",,2 Caldwell Drive,Belmont,NC,28012,Gaston,2017-02-08,2017-04-24,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0197-B1B.pdf
782050-2016-0154-B1B,5-76-201-01-6G-01742,Dealer,"Catarineau, Joseph Michael",Catarineau's Armory,5810 Carew St,Houston,TX,77074,Harris,2016-02-05,2016-06-13,,Revocation/denial of renewal,Y,478.23,https://atf-inspection-reports.s3.amazonaws.com/782050-2016-0154-B1B.pdf
777060-2017-0124-B1B,5-71-041-01-7B-08452,Dealer,"Wilkin, Joe Avent Jr.",Longhorn Gun Store,1110 Hwy 165 N.,Dumas,AR,71639,Desha,2016-10-03,2016-11-23,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/777060-2017-0124-B1B.pdf
775025-2017-0102-B1B,4-61-199-01-8H-04911,Dealer,"Wolf, David Eugene Jr.",Wolf's Guns LLC,71 Guinn Farm Rd.,Somerset,KY,42503,Pulaski,2016-11-23,2017-04-17,,Warning letter,N,"478.102(a), 478.124(c)(1), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/775025-2017-0102-B1B.pdf
763025-2017-0029-B1B,1-56-023-01-7D-06013,Dealer,"Foothills Marine, Inc",,1331 N Green St,Morganton,NC,28655,Burke,2016-10-13,2017-05-15,,Warning letter,N,"478.21(a), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0029-B1B.pdf
760560-2016-0121-B1B,1-58-285-02-7B-02435,Pawnbroker,"Pawn Express Enterprises, Inc.",,400 Hines Street,Lagrange,GA,30240,Troup,2016-01-15,2017-01-25,,Warning letter,N,"478.21(a), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/760560-2016-0121-B1B.pdf
763025-2015-0357-B1B,1-56-097-02-5H-02840,Pawnbroker,The Aisle LLC,,216 N Main St,Mooresville,NC,28115,Iredell,2015-07-13,2016-02-19,,Warning letter,N,"478.125(e), 478.100(a)(1)",https://atf-inspection-reports.s3.amazonaws.com/763025-2015-0357-B1B.pdf
776085-2016-0127-B1B,1-63-117-01-8C-01200,Dealer,"Academy, Ltd",Academy Sports & Outdoor #63,310 Doug Baker Blvd,Birmingham,AL,35242,Shelby,2015-10-02,2015-12-21,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/776085-2016-0127-B1B.pdf
767035-2016-0094-B1B,1-59-071-07-6L-07190,Manufacturer,"Tactical Weapons, Inc.",Gun Negotiator,3924 Cleveland Avenue,Fort Myers,FL,33901,Lee,2015-11-02,2016-09-01,,Warning conference,Y,"478.21(a), 478.92(a)(1)(ii)(C), 478.92(a)(1)(ii)(D), 478.99(c), 478.102(c), 478.123(a), 478.123(b), 478.123(d), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iii), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/767035-2016-0094-B1B.pdf
785050-2017-0218-B1B,9-86-015-01-6F-03976,Dealer,Lesa Hoover,,2049 West Acoma Bnd,Lake Havasu City,AZ,86403,Mohave,2017-05-09,2017-06-15,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/785050-2017-0218-B1B.pdf
763025-2016-0134-B1B,1-56-173-02-6F-08592,Pawnbroker,"Smith, William L.",Tribal Pawn Shop,44 Frontier Dr,Cherokee,NC,28719,Jackson,2016-01-19,2016-02-25,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.99(c)",https://atf-inspection-reports.s3.amazonaws.com/763025-2016-0134-B1B.pdf
768035-2017-0177-B1B,1-54-145-01-9D-12273,Dealer,Powhatan Auctions Inc.,Dixon's Auction & Estate Sales,2426 New Dorset Circle,Powhatan,VA,23139,Powhatan,2017-03-30,2017-06-01,,Warning letter,N,"478.125(e), 478.124(c)(3)(iv), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/768035-2017-0177-B1B.pdf
781085-2017-0088-B1B,5-75-085-07-9B-11628,Manufacturer,1911 Academy Of Firearms & Training LLC,1911 Academy Of Firearms & Training,1971 University Business Dr Ste 10,Mckinney,TX,75071,Collin,2016-10-17,2017-02-27,,Warning letter,N,"478.21(a), 478.124(c)(3)(i), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/781085-2017-0088-B1B.pdf
764075-2016-0219-B1B,1-59-011-02-7B-12493,Pawnbroker,Davrich Inc,Richies Pawn,5227 N State Road 7,Tamarac,FL,33319,Broward,2016-06-28,2016-09-26,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/764075-2016-0219-B1B.pdf
763050-2017-0080-B1B,1-56-183-07-8A-04397,Manufacturer,Fta Firearms. Inc.,,819 Colonial Drive,Raleigh,NC,27603,Wake,2016-10-28,2017-02-09,,Warning letter,N,"478.92(a)(1), 478.123(a), 478.123(b)",https://atf-inspection-reports.s3.amazonaws.com/763050-2017-0080-B1B.pdf
782075-2017-0031-B1B,5-76-201-01-9B-29887,Dealer,"South Texas Tripods & Feeders, Inc.",,22445 Spring Stuebner Loop,Spring,TX,77389,Harris,2016-10-03,2017-04-11,,Warning letter,N,478.102(a),https://atf-inspection-reports.s3.amazonaws.com/782075-2017-0031-B1B.pdf
776055-2016-0041-B1B,1-62-157-01-7C-00873,Dealer,Wal-mart Stores East LP,Wal-mart Supercenter #950,8400 US Highway 64,Bartlett,TN,38133,Shelby,2015-10-01,2016-09-06,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/776055-2016-0041-B1B.pdf
775045-2016-0131-B1B,4-61-145-02-8M-02472,Pawnbroker,Cash Express Pawn Inc,,401 South 3rd St,Paducah,KY,42003,Mccracken,2016-01-11,2016-03-03,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.99(c), 478.129(b), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/775045-2016-0131-B1B.pdf
763050-2017-0158-B1B,1-56-171-02-9M-05685,Pawnbroker,"Horizon Equipment Rentals, LLC",Horizon Guns And Pawn,1647 W Pine St.,Mount Airy,NC,27030,Surry,2016-12-20,2017-03-29,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/763050-2017-0158-B1B.pdf
778025-2016-0138-B1B,3-39-087-01-7C-36934,Dealer,"Johnson, Richard L.",Johnson Hdwe & App,N5602 St Rd 76,Shiocton,WI,54170,Outagamie,2015-10-01,2016-02-17,,Warning letter,N,"478.21(a), 478.39a, 478.102(a)(2)(ii), 478.124(b), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/778025-2016-0138-B1B.pdf
760530-2016-0060-B1B,1-58-073-07-8H-08358,Manufacturer,"Frank's Firearms, LLC",Frank's Firearms,140 N. Louisville Street,Harlem,GA,30814,Columbia,2015-11-04,2016-08-10,,Warning letter,N,"478.123(a), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4)",https://atf-inspection-reports.s3.amazonaws.com/760530-2016-0060-B1B.pdf
